Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"BACE1","Beta-Secretase 1","Protein Coding","P56817","60","GC11M117285","1.19839704036713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BACE1"
"NEFL","Neurofilament Light Chain","Protein Coding","P07196","58","GC08M024950","1.19839704036713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEFL"
"C9orf72","C9orf72-SMCR8 Complex Subunit","Protein Coding","Q96LT7","54","GC09M030157","1.19839704036713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C9orf72"
"LRTOMT","Leucine Rich Transmembrane And O-Methyltransferase Domain Containing","Protein Coding","","42","GC11P072080","1.19839704036713","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRTOMT"
"IQSEC2","IQ Motif And Sec7 Domain ArfGEF 2","Protein Coding","Q5JU85","52","GC0XM053225","1.18060100078583","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQSEC2"
"SCN5A","Sodium Voltage-Gated Channel Alpha Subunit 5","Protein Coding","Q14524","63","GC03M038850","1.18007159233093","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN5A"
"STX1A","Syntaxin 1A","Protein Coding","Q16623","60","GC07M080956","1.1685209274292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX1A"
"CYFIP1","Cytoplasmic FMR1 Interacting Protein 1","Protein Coding","Q7L576","52","GC15M022867","1.1685209274292","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYFIP1"
"ALDH1A1","Aldehyde Dehydrogenase 1 Family Member A1","Protein Coding","P00352","60","GC09M072900","1.14888513088226","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH1A1"
"OXT","Oxytocin/Neurophysin I Prepropeptide","Protein Coding","P01178","50","GC20P010955","1.14539361000061","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OXT"
"SLC11A2","Solute Carrier Family 11 Member 2","Protein Coding","P49281","61","GC12M050952","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC11A2"
"SLC40A1","Solute Carrier Family 40 Member 1","Protein Coding","Q9NP59","61","GC02M189560","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC40A1"
"IREB2","Iron Responsive Element Binding Protein 2","Protein Coding","P48200","58","GC15P078437","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IREB2"
"SNCB","Synuclein Beta","Protein Coding","Q16143","57","GC05M176620","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SNCB"
"ACO1","Aconitase 1","Protein Coding","P21399","56","GC09P032374","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACO1"
"PPCDC","Phosphopantothenoylcysteine Decarboxylase","Protein Coding","Q96CD2","52","GC15P075023","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPCDC"
"PPCS","Phosphopantothenoylcysteine Synthetase","Protein Coding","Q9HAB8","52","GC01P042456","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPCS"
"PANK4","Pantothenate Kinase 4 (Inactive)","Protein Coding","Q9NVE7","50","GC01M002508","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK4"
"PANK3","Pantothenate Kinase 3","Protein Coding","Q9H999","49","GC05M168549","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK3"
"REPS1","RALBP1 Associated Eps Domain Containing 1","Protein Coding","Q96D71","49","GC06M138903","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REPS1"
"NUDT19","Nudix Hydrolase 19","Protein Coding","A8MXV4","46","GC19P152327","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT19"
"NUDT7","Nudix Hydrolase 7","Protein Coding","P0C024","45","GC16P077722","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT7"
"RNF24","Ring Finger Protein 24","Protein Coding","Q9Y225","44","GC20M003927","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNF24"
"MIR103A1","MicroRNA 103a-1","RNA Gene","","27","GC05M168560","1.14059329032898","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR103A1"
"GRIK2","Glutamate Ionotropic Receptor Kainate Type Subunit 2","Protein Coding","Q13002","62","GC06P100962","1.13156592845917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK2"
"GRN","Granulin Precursor","Protein Coding","P28799","61","GC17P044345","1.13156592845917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRN"
"ASH1L","ASH1 Like Histone Lysine Methyltransferase","Protein Coding","Q9NR48","52","GC01M155335","1.13154470920563","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASH1L"
"PCSK9","Proprotein Convertase Subtilisin/Kexin Type 9","Protein Coding","Q8NBP7","62","GC01P055039","1.12198579311371","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCSK9"
"PSEN2","Presenilin 2","Protein Coding","P49810","63","GC01P226870","1.11983919143677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSEN2"
"ADCY5","Adenylate Cyclase 5","Protein Coding","O95622","61","GC03M123282","1.11983919143677","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY5"
"CDK5","Cyclin Dependent Kinase 5","Protein Coding","Q00535","66","GC07M151053","1.10160934925079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK5"
"KMT2B","Lysine Methyltransferase 2B","Protein Coding","Q9UMN6","52","GC19P152396","1.10160934925079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2B"
"FBXO7","F-Box Protein 7","Protein Coding","Q9Y3I1","55","GC22P032474","1.09316372871399","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXO7"
"SLC12A2","Solute Carrier Family 12 Member 2","Protein Coding","P55011","62","GC05P128083","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A2"
"CYP3A4","Cytochrome P450 Family 3 Subfamily A Member 4","Protein Coding","P08684","61","GC07M106698","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP3A4"
"FAAH","Fatty Acid Amide Hydrolase","Protein Coding","O00519","61","GC01P046394","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAH"
"GABRA5","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha5","Protein Coding","P31644","61","GC15P026866","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA5"
"SST","Somatostatin","Protein Coding","P61278","54","GC03M187668","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SST"
"PPIG","Peptidylprolyl Isomerase G","Protein Coding","Q13427","53","GC02P169584","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIG"
"DGCR2","DiGeorge Syndrome Critical Region Gene 2","Protein Coding","P98153","51","GC22M085587","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR2"
"ZDHHC8","Zinc Finger DHHC-Type Palmitoyltransferase 8","Protein Coding","Q9ULC8","51","GC22P020129","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC8"
"GNB1L","G Protein Subunit Beta 1 Like","Protein Coding","Q9BYB4","47","GC22M019783","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB1L"
"DGCR5","DiGeorge Syndrome Critical Region Gene 5","RNA Gene","","28","GC22P091509","1.08157634735107","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGCR5"
"CLTRN","Collectrin, Amino Acid Transport Regulator","Protein Coding","Q9HBJ8","48","GC0XM016353","1.08097100257874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLTRN"
"UCHL1","Ubiquitin C-Terminal Hydrolase L1","Protein Coding","P09936","65","GC04P041256","1.06393468379974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL1"
"CASP3","Caspase 3","Protein Coding","P42574","62","GC04M184627","1.06393468379974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CASP3"
"PC","Pyruvate Carboxylase","Protein Coding","P11498","60","GC11M066848","1.06393468379974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PC"
"ATXN3","Ataxin 3","Protein Coding","P54252","59","GC14M124227","1.06393468379974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN3"
"CRP","C-Reactive Protein","Protein Coding","P02741","58","GC01M167583","1.06393468379974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRP"
"FUS","FUS RNA Binding Protein","Protein Coding","P35637","58","GC16P031180","1.06393468379974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUS"
"ATXN2","Ataxin 2","Protein Coding","Q99700","56","GC12M111443","1.06393468379974","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATXN2"
"CSRNP3","Cysteine And Serine Rich Nuclear Protein 3","Protein Coding","Q8WYN3","44","GC02P165469","1.04121446609497","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRNP3"
"ERBB2","Erb-B2 Receptor Tyrosine Kinase 2","Protein Coding","P04626","68","GC17P039687","1.03707695007324","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB2"
"GNB2","G Protein Subunit Beta 2","Protein Coding","P62879","57","GC07P100673","1.03560531139374","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GNB2"
"SH3TC2","SH3 Domain And Tetratricopeptide Repeats 2","Protein Coding","Q8TF17","50","GC05M148923","1.01913952827454","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SH3TC2"
"ACHE","Acetylcholinesterase (Yt Blood Group)","Protein Coding","P22303","61","GC07M100889","1.01106703281403","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACHE"
"APAF1","Apoptotic Peptidase Activating Factor 1","Protein Coding","O14727","60","GC12P098645","1.000279545784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APAF1"
"ASIC1","Acid Sensing Ion Channel Subunit 1","Protein Coding","P78348","57","GC12P050057","1.000279545784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASIC1"
"APOF","Apolipoprotein F","Protein Coding","Q13790","45","GC12M060414","1.000279545784","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOF"
"CXCL8","C-X-C Motif Chemokine Ligand 8","Protein Coding","P10145","57","GC04P073740","0.994486153125763","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"GRIN2D","Glutamate Ionotropic Receptor NMDA Type Subunit 2D","Protein Coding","O15399","62","GC19P152822","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2D"
"PLCB1","Phospholipase C Beta 1","Protein Coding","Q9NQ66","61","GC20P008077","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLCB1"
"SPTAN1","Spectrin Alpha, Non-Erythrocytic 1","Protein Coding","Q13813","61","GC09P128552","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTAN1"
"GRIN2C","Glutamate Ionotropic Receptor NMDA Type Subunit 2C","Protein Coding","Q14957","59","GC17M074842","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN2C"
"PAFAH1B1","Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1","Protein Coding","P43034","59","GC17P002593","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1"
"ABAT","4-Aminobutyrate Aminotransferase","Protein Coding","P80404","58","GC16P008674","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABAT"
"BTD","Biotinidase","Protein Coding","P43251","58","GC03P027142","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTD"
"ST3GAL3","ST3 Beta-Galactoside Alpha-2,3-Sialyltransferase 3","Protein Coding","Q11203","58","GC01P043705","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ST3GAL3"
"GRIN3A","Glutamate Ionotropic Receptor NMDA Type Subunit 3A","Protein Coding","Q8TCU5","51","GC09M101569","0.993285953998566","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIN3A"
"OPRK1","Opioid Receptor Kappa 1","Protein Coding","P41145","54","GC08M053227","0.993020296096802","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRK1"
"UBE2L3","Ubiquitin Conjugating Enzyme E2 L3","Protein Coding","P68036","58","GC22P021549","0.988438069820404","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2L3"
"PIK3CA","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Alpha","Protein Coding","P42336","65","GC03P179148","0.976548731327057","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CA"
"GRIA2","Glutamate Ionotropic Receptor AMPA Type Subunit 2","Protein Coding","P42262","64","GC04P157204","0.975372850894928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIA2"
"PRODH","Proline Dehydrogenase 1","Protein Coding","O43272","57","GC22M018912","0.975372850894928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRODH"
"MYT1L","Myelin Transcription Factor 1 Like","Protein Coding","Q9UL68","55","GC02M001789","0.975372850894928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYT1L"
"AUTS2","Activator Of Transcription And Developmental Regulator AUTS2","Protein Coding","Q8WXX7","53","GC07P069598","0.975372850894928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AUTS2"
"DPYSL5","Dihydropyrimidinase Like 5","Protein Coding","Q9BPU6","52","GC02P026847","0.975372850894928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYSL5"
"RAB39B","RAB39B, Member RAS Oncogene Family","Protein Coding","Q96DA2","50","GC0XM155259","0.975372850894928","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB39B"
"CAMK2A","Calcium/Calmodulin Dependent Protein Kinase II Alpha","Protein Coding","Q9UQM7","65","GC05M150219","0.967146992683411","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAMK2A"
"SMARCA2","SWI/SNF Related BAF Chromatin Remodeling Complex Subunit ATPase 2","Protein Coding","P51531","62","GC09P001980","0.956331014633179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCA2"
"TCF4","Transcription Factor 4","Protein Coding","P15884","60","GC18M055222","0.956331014633179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCF4"
"NAGS","N-Acetylglutamate Synthase","Protein Coding","Q8N159","54","GC17P044004","0.956331014633179","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGS"
"PBX1","PBX Homeobox 1","Protein Coding","P40424","60","GC01P177083","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBX1"
"RAD23B","RAD23 Homolog B, Nucleotide Excision Repair Protein","Protein Coding","P54727","58","GC09P107283","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD23B"
"IL12RB2","Interleukin 12 Receptor Subunit Beta 2","Protein Coding","Q99665","57","GC01P067307","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB2"
"LMX1B","LIM Homeobox Transcription Factor 1 Beta","Protein Coding","O60663","55","GC09P152732","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMX1B"
"PAX7","Paired Box 7","Protein Coding","P23759","55","GC01P075919","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX7"
"KCNIP1","Potassium Voltage-Gated Channel Interacting Protein 1","Protein Coding","Q9NZI2","54","GC05P170353","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNIP1"
"TLN2","Talin 2","Protein Coding","Q9Y4G6","53","GC15P062390","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TLN2"
"MT1E","Metallothionein 1E","Protein Coding","P04732","52","GC16P056625","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1E"
"ZNF462","Zinc Finger Protein 462","Protein Coding","Q96JM2","51","GC09P106860","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF462"
"MVB12B","Multivesicular Body Subunit 12B","Protein Coding","Q9H7P6","45","GC09P126326","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MVB12B"
"SCHIP1","Schwannomin Interacting Protein 1","Protein Coding","P0DPB3","44","GC03P159273","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCHIP1"
"MRPS35","Mitochondrial Ribosomal Protein S35","Protein Coding","P82673","42","GC12P027710","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS35"
"MT1M","Metallothionein 1M","Protein Coding","Q8N339","40","GC16P056632","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT1M"
"ZBTB34","Zinc Finger And BTB Domain Containing 34","Protein Coding","Q8NCN2","38","GC09P126860","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB34"
"IQCJ-SCHIP1","IQCJ-SCHIP1 Readthrough","Protein Coding","B3KU38","31","GC03P158962","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IQCJ-SCHIP1"
"LOC124902337","Uncharacterized LOC124902337","Pseudogene","","22","GC09P152714","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC124902337"
"lnc-ANGPTL2-3","","RNA Gene","","6","GC09M126449","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-ANGPTL2-3"
"lnc-RAD23B-3","","RNA Gene","","6","GC09P107222","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=lnc-RAD23B-3"
"ENSG00000304997","Novel Transcript","RNA Gene","","4","GC09M122703","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000304997"
"HSALNG0073498","","RNA Gene","","4","GC09M107134","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0073498"
"HSALNG0073501","","RNA Gene","","3","GC09M107228","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSALNG0073501"
"ENSG00000305014","Novel Transcript","RNA Gene","","2","GC09P108806","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000305014"
"LOC107987110","Uncharacterized LOC107987110","RNA Gene","","2","GC09P108805","0.948644161224365","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107987110"
"TSC1","TSC Complex Subunit 1","Protein Coding","Q92574","61","GC09M132891","0.947314977645874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSC1"
"NR2F1","Nuclear Receptor Subfamily 2 Group F Member 1","Protein Coding","P10589","57","GC05P093583","0.947314977645874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F1"
"NEXMIF","Neurite Extension And Migration Factor","Protein Coding","Q5QGS0","44","GC0XM074845","0.947314977645874","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEXMIF"
"NTS","Neurotensin","Protein Coding","P30990","53","GC12P085876","0.944697856903076","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTS"
"APOA1","Apolipoprotein A1","Protein Coding","P02647","63","GC11M116835","0.944604218006134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA1"
"SPRED1","Sprouty Related EVH1 Domain Containing 1","Protein Coding","Q7Z699","54","GC15P038252","0.944604218006134","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPRED1"
"PLK1","Polo Like Kinase 1","Protein Coding","P53350","64","GC16P120729","0.932217359542847","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK1"
"CCN1","Cellular Communication Network Factor 1","Protein Coding","O00622","52","GC01P085585","0.930020749568939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN1"
"CCN3","Cellular Communication Network Factor 3","Protein Coding","P48745","51","GC08P119416","0.930020749568939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCN3"
"TWSG1","Twisted Gastrulation BMP Signaling Modulator 1","Protein Coding","Q9GZX9","50","GC18P009334","0.930020749568939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWSG1"
"MAPK6-DT","MAPK6 Divergent Transcript","RNA Gene","","14","GC15M164119","0.930020749568939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK6-DT"
"GPRACR","GPR107 Adjacent Cis Regulating LncRNA","RNA Gene","","13","GC09M131978","0.930020749568939","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPRACR"
"CACNA2D1","Calcium Voltage-Gated Channel Auxiliary Subunit Alpha2delta 1","Protein Coding","P54289","59","GC07M081946","0.898726880550385","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA2D1"
"KRAS","KRAS Proto-Oncogene, GTPase","Protein Coding","P01116","66","GC12M035956","0.898633241653442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRAS"
"HUWE1","HECT, UBA And WWE Domain Containing E3 Ubiquitin Protein Ligase 1","Protein Coding","Q7Z6Z7","60","GC0XM053532","0.898633241653442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HUWE1"
"PRDM16","PR/SET Domain 16","Protein Coding","Q9HAZ2","58","GC01P074997","0.898633241653442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM16"
"DNAJC19","DnaJ Heat Shock Protein Family (Hsp40) Member C19","Protein Coding","Q96DA6","53","GC03M180983","0.898633241653442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNAJC19"
"TCEAL1","Transcription Elongation Factor A Like 1","Protein Coding","Q15170","48","GC0XP103628","0.898633241653442","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TCEAL1"
"NRAS","NRAS Proto-Oncogene, GTPase","Protein Coding","P01111","64","GC01M114704","0.89040732383728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRAS"
"TNNI3","Troponin I3, Cardiac Type","Protein Coding","P19429","61","GC19M055151","0.89040732383728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNI3"
"TNNT2","Troponin T2, Cardiac Type","Protein Coding","P45379","61","GC01M201359","0.89040732383728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNT2"
"TNNC1","Troponin C1, Slow Skeletal And Cardiac Type","Protein Coding","P63316","54","GC03M054894","0.89040732383728","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNNC1"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","P14780","66","GC20P046008","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"ATP2A2","ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 2","Protein Coding","P16615","64","GC12P110280","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A2"
"GAPDH","Glyceraldehyde-3-Phosphate Dehydrogenase","Protein Coding","P04406","64","GC12P074057","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAPDH"
"LDLR","Low Density Lipoprotein Receptor","Protein Coding","P01130","64","GC19P151814","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDLR"
"GLS","Glutaminase","Protein Coding","O94925","62","GC02P190880","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLS"
"REN","Renin","Protein Coding","P00797","61","GC01M204154","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REN"
"ANGPTL3","Angiopoietin Like 3","Protein Coding","Q9Y5C1","60","GC01P062597","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANGPTL3"
"CLU","Clusterin","Protein Coding","P10909","60","GC08M027596","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLU"
"MAG","Myelin Associated Glycoprotein","Protein Coding","P20916","60","GC19P035292","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAG"
"OTC","Ornithine Transcarbamylase","Protein Coding","P00480","60","GC0XP038345","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OTC"
"PAH","Phenylalanine Hydroxylase","Protein Coding","P00439","60","GC12M102836","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAH"
"AGER","Advanced Glycosylation End-Product Specific Receptor","Protein Coding","Q15109","59","GC06M032180","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGER"
"APOA2","Apolipoprotein A2","Protein Coding","P02652","58","GC01M161222","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA2"
"APOC3","Apolipoprotein C3","Protein Coding","P02656","58","GC11P116829","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC3"
"APOC2","Apolipoprotein C2","Protein Coding","P02655","57","GC19P152701","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOC2"
"HLCS","Holocarboxylase Synthetase","Protein Coding","P50747","56","GC21M036750","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLCS"
"APOA4","Apolipoprotein A4","Protein Coding","P06727","55","GC11M116820","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOA4"
"APOBEC1","Apolipoprotein B MRNA Editing Enzyme Catalytic Subunit 1","Protein Coding","P41238","50","GC12M007649","0.888699769973755","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APOBEC1"
"PROM1","Prominin 1","Protein Coding","O43490","60","GC04M015965","0.888326704502106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROM1"
"CPOX","Coproporphyrinogen Oxidase","Protein Coding","P36551","58","GC03M098576","0.888326704502106","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPOX"
"FN1","Fibronectin 1","Protein Coding","P02751","63","GC02M215360","0.862039744853973","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FN1"
"MAPK3","Mitogen-Activated Protein Kinase 3","Protein Coding","P27361","62","GC16M051076","0.859492659568787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK3"
"CDK8","Cyclin Dependent Kinase 8","Protein Coding","P49336","61","GC13P026254","0.859492659568787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK8"
"BRCA1","BRCA1 DNA Repair Associated","Protein Coding","P38398","63","GC17M043044","0.857147574424744","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BRCA1"
"TTN","Titin","Protein Coding","Q8WZ42","61","GC02M178525","0.851466000080109","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTN"
"BCHE","Butyrylcholinesterase","Protein Coding","P06276","62","GC03M165772","0.846108913421631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCHE"
"SLC1A2","Solute Carrier Family 1 Member 2","Protein Coding","P43004","62","GC11M035281","0.846108913421631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A2"
"CALB1","Calbindin 1","Protein Coding","P05937","57","GC08M090058","0.846108913421631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CALB1"
"GAD2","Glutamate Decarboxylase 2","Protein Coding","Q05329","57","GC10P026216","0.846108913421631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAD2"
"MAOB","Monoamine Oxidase B","Protein Coding","P27338","57","GC0XM043766","0.846108913421631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOB"
"PPP1R1B","Protein Phosphatase 1 Regulatory Inhibitor Subunit 1B","Protein Coding","Q9UD71","56","GC17P039626","0.846108913421631","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP1R1B"
