Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"P4HB","Prolyl 4-Hydroxylase Subunit Beta","Protein Coding","P07237","62","GC17M081843","4.57695722579956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HB"
"MIR27A","MicroRNA 27a","RNA Gene","","32","GC19M108247","4.57695722579956","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27A"
"MIR212","MicroRNA 212","RNA Gene","","29","GC17M002050","4.57600355148315","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR212"
"MIR22","MicroRNA 22","RNA Gene","","31","GC17M001713","4.56016397476196","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR22"
"TBC1D15","TBC1 Domain Family Member 15","Protein Coding","Q8TC07","50","GC12P071839","4.55445003509521","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D15"
"MDM2","MDM2 Proto-Oncogene","Protein Coding","Q00987","67","GC12P068808","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDM2"
"MMP9","Matrix Metallopeptidase 9","Protein Coding","P14780","66","GC20P046008","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"DYRK1A","Dual Specificity Tyrosine Phosphorylation Regulated Kinase 1A","Protein Coding","Q13627","63","GC21P037365","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK1A"
"CAPN1","Calpain 1","Protein Coding","P07384","62","GC11P107791","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPN1"
"HSP90AB1","Heat Shock Protein 90 Alpha Family Class B Member 1","Protein Coding","P08238","62","GC06P044246","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSP90AB1"
"MAPK9","Mitogen-Activated Protein Kinase 9","Protein Coding","P45984","61","GC05M183397","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK9"
"XBP1","X-Box Binding Protein 1","Protein Coding","P17861","59","GC22M028794","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XBP1"
"HSPA1L","Heat Shock Protein Family A (Hsp70) Member 1 Like","Protein Coding","P34931","57","GC06M031809","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA1L"
"OPRD1","Opioid Receptor Delta 1","Protein Coding","P41143","55","GC01P028812","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OPRD1"
"NES","Nestin","Protein Coding","P48681","52","GC01M156668","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NES"
"UBE2E2","Ubiquitin Conjugating Enzyme E2 E2","Protein Coding","Q96LR5","51","GC03P027275","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2E2"
"RILPL1","Rab Interacting Lysosomal Protein Like 1","Protein Coding","Q5EBL4","50","GC12M123470","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RILPL1"
"SV2C","Synaptic Vesicle Glycoprotein 2C","Protein Coding","Q496J9","50","GC05P075847","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SV2C"
"PHF5AP5","PHF5A Pseudogene 5","Pseudogene","","14","GC02M168231","4.54483985900879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHF5AP5"
"NPY","Neuropeptide Y","Protein Coding","P01303","58","GC07P024850","4.53848028182983","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPY"
"SIPA1L2","Signal Induced Proliferation Associated 1 Like 2","Protein Coding","Q9P2F8","48","GC01M232397","4.52603149414063","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIPA1L2"
"IL15","Interleukin 15","Protein Coding","P40933","55","GC04P141636","4.51827955245972","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL15"
"CBS","Cystathionine Beta-Synthase","Protein Coding","P35520","64","GC21M043053","4.51814270019531","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBS"
"HMOX2","Heme Oxygenase 2","Protein Coding","P30519","58","GC16P004474","4.51305389404297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX2"
"LINGO2","Leucine Rich Repeat And Ig Domain Containing 2","Protein Coding","Q7L985","47","GC09M030162","4.51305389404297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINGO2"
"MIR505","MicroRNA 505","RNA Gene","","26","GC0XM139924","4.51305389404297","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR505"
"G6PD","Glucose-6-Phosphate Dehydrogenase","Protein Coding","P11413","62","GC0XM154625","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=G6PD"
"ATF4","Activating Transcription Factor 4","Protein Coding","P18848","60","GC22P039519","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATF4"
"CDK1","Cyclin Dependent Kinase 1","Protein Coding","P06493","60","GC10P060772","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK1"
"NEDD4","NEDD4 E3 Ubiquitin Protein Ligase","Protein Coding","P46934","60","GC15M055826","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4"
"SIRT3","Sirtuin 3","Protein Coding","Q9NTG7","60","GC11M000215","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT3"
"CHRNA7","Cholinergic Receptor Nicotinic Alpha 7 Subunit","Protein Coding","P36544","56","GC15P031923","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHRNA7"
"CST3","Cystatin C","Protein Coding","P01034","56","GC20M024204","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CST3"
"EPO","Erythropoietin","Protein Coding","P01588","55","GC07P100720","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPO"
"SLC18A3","Solute Carrier Family 18 Member A3","Protein Coding","Q16572","55","GC10P049610","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC18A3"
"SLC17A6","Solute Carrier Family 17 Member 6","Protein Coding","Q9P2U8","52","GC11P022373","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A6"
"NELL1","Neural EGFL Like 1","Protein Coding","Q92832","51","GC11P020669","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NELL1"
"TOMM22","Translocase Of Outer Mitochondrial Membrane 22","Protein Coding","Q9NS69","48","GC22P038681","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TOMM22"
"RAB12","RAB12, Member RAS Oncogene Family","Protein Coding","Q6IQ22","45","GC18P008600","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB12"
"MIR146A","MicroRNA 146a","RNA Gene","","31","GC05P160485","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR146A"
"MIR27B","MicroRNA 27b","RNA Gene","","30","GC09P107001","4.51033353805542","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR27B"
"MOG","Myelin Oligodendrocyte Glycoprotein","Protein Coding","Q16653","58","GC06P181837","4.50900936126709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MOG"
"RTN4R","Reticulon 4 Receptor","Protein Coding","Q9BZR6","58","GC22M020241","4.50900936126709","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTN4R"
"GABARAPL2","GABA Type A Receptor Associated Protein Like 2","Protein Coding","P60520","55","GC16P075566","4.50734043121338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABARAPL2"
"PGAM5","PGAM Family Member 5, Mitochondrial Serine/Threonine Protein Phosphatase","Protein Coding","Q96HS1","49","GC12P132710","4.50734043121338","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM5"
"UBE3A","Ubiquitin Protein Ligase E3A","Protein Coding","Q05086","61","GC15M025333","4.49697542190552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE3A"
"UCHL3","Ubiquitin C-Terminal Hydrolase L3","Protein Coding","P15374","56","GC13P075587","4.49697542190552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UCHL3"
"GCG","Glucagon","Protein Coding","P01275","55","GC02M162142","4.49697542190552","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GCG"
"USP30","Ubiquitin Specific Peptidase 30","Protein Coding","Q70CQ3","50","GC12P109027","4.48684310913086","https://www.genecards.org/cgi-bin/carddisp.pl?gene=USP30"
"CREB1","CAMP Responsive Element Binding Protein 1","Protein Coding","P16220","62","GC02P207529","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CREB1"
"ENO1","Enolase 1","Protein Coding","P06733","61","GC01M008861","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO1"
"CHI3L1","Chitinase 3 Like 1","Protein Coding","P36222","59","GC01M203148","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHI3L1"
"MTHFD1","Methylenetetrahydrofolate Dehydrogenase, Cyclohydrolase And Formyltetrahydrofolate Synthetase 1","Protein Coding","P11586","59","GC14P064388","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTHFD1"
"MB","Myoglobin","Protein Coding","P02144","58","GC22M035606","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MB"
"ALDH9A1","Aldehyde Dehydrogenase 9 Family Member A1","Protein Coding","P49189","55","GC01M167734","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH9A1"
"EN2","Engrailed Homeobox 2","Protein Coding","P19622","55","GC07P166097","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EN2"
"PNOC","Prepronociceptin","Protein Coding","Q13519","50","GC08P028316","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PNOC"
"MIR155","MicroRNA 155","RNA Gene","","30","GC21P025573","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR155"
"MIR335","MicroRNA 335","RNA Gene","","28","GC07P130496","4.4728102684021","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR335"
"NDUFS3","NADH:Ubiquinone Oxidoreductase Core Subunit S3","Protein Coding","O75489","58","GC11P049115","4.46551609039307","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3"
"SGK1","Serum/Glucocorticoid Regulated Kinase 1","Protein Coding","O00141","62","GC06M134169","4.44679737091064","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGK1"
"B2M","Beta-2-Microglobulin","Protein Coding","P61769","62","GC15P044711","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B2M"
"MAP2K4","Mitogen-Activated Protein Kinase Kinase 4","Protein Coding","P45985","62","GC17P012020","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K4"
"PKM","Pyruvate Kinase M1/2","Protein Coding","P14618","62","GC15M072199","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM"
"ACTA1","Actin Alpha 1, Skeletal Muscle","Protein Coding","P68133","61","GC01M230668","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTA1"
"GRK2","G Protein-Coupled Receptor Kinase 2","Protein Coding","P25098","61","GC11P067266","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK2"
"TNFRSF1B","TNF Receptor Superfamily Member 1B","Protein Coding","P20333","61","GC01P075466","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1B"
"KLF4","KLF Transcription Factor 4","Protein Coding","O43474","60","GC09M107484","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF4"
"PAH","Phenylalanine Hydroxylase","Protein Coding","P00439","60","GC12M102836","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAH"
"ATP5F1A","ATP Synthase F1 Subunit Alpha","Protein Coding","P25705","59","GC18M046081","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1A"
"ARNT","Aryl Hydrocarbon Receptor Nuclear Translocator","Protein Coding","P27540","58","GC01M150809","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARNT"
"HRH1","Histamine Receptor H1","Protein Coding","P35367","58","GC03P027032","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH1"
"DKK1","Dickkopf WNT Signaling Pathway Inhibitor 1","Protein Coding","O94907","57","GC10P052314","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DKK1"
"IL18","Interleukin 18","Protein Coding","Q14116","57","GC11M112143","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL18"
"PON2","Paraoxonase 2","Protein Coding","Q15165","57","GC07M095404","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PON2"
"PSPN","Persephin","Protein Coding","O60542","49","GC19M006375","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSPN"
"MIR135B","MicroRNA 135b","RNA Gene","","30","GC01M205448","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR135B"
"MIR129-1","MicroRNA 129-1","RNA Gene","","26","GC07P128207","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR129-1"
"MIR133A2","MicroRNA 133a-2","RNA Gene","","26","GC20P069236","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133A2"
"MIR133A1","MicroRNA 133a-1","RNA Gene","","25","GC18M038257","4.43130540847778","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR133A1"
"YWHAG","Tyrosine 3-Monooxygenase/Tryptophan 5-Monooxygenase Activation Protein Gamma","Protein Coding","P61981","61","GC07M081119","4.41813182830811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YWHAG"
"TPPP3","Tubulin Polymerization Promoting Protein Family Member 3","Protein Coding","Q9BW30","48","GC16M067389","4.41813182830811","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TPPP3"
"FNDC5","Fibronectin Type III Domain Containing 5","Protein Coding","Q8NAU1","47","GC01M035669","4.41216373443604","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FNDC5"
"NCS1","Neuronal Calcium Sensor 1","Protein Coding","P62166","55","GC09P130172","4.39504241943359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCS1"
"PSMB8","Proteasome 20S Subunit Beta 8","Protein Coding","P28062","62","GC06M032840","4.39398384094238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSMB8"
"ADH1A","Alcohol Dehydrogenase 1A (Class I), Alpha Polypeptide","Protein Coding","P07327","55","GC04M099276","4.39398384094238","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH1A"
"UBE2N","Ubiquitin Conjugating Enzyme E2 N","Protein Coding","P61088","59","GC12M093406","4.38598442077637","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2N"
"CA2","Carbonic Anhydrase 2","Protein Coding","P00918","64","GC08P085463","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CA2"
"NFKBIA","NFKB Inhibitor Alpha","Protein Coding","P25963","64","GC14M035401","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKBIA"
"WNT5A","Wnt Family Member 5A","Protein Coding","P41221","64","GC03M055465","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT5A"
"LRP5","LDL Receptor Related Protein 5","Protein Coding","O75197","62","GC11P068298","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"RHOA","Ras Homolog Family Member A","Protein Coding","P61586","62","GC03M049359","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOA"
"NBN","Nibrin","Protein Coding","O60934","61","GC08M089933","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NBN"
"NCAM1","Neural Cell Adhesion Molecule 1","Protein Coding","P13591","61","GC11P112961","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NCAM1"
"WNT3A","Wnt Family Member 3A","Protein Coding","P56704","60","GC01P233248","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WNT3A"
"LMNB1","Lamin B1","Protein Coding","P20700","59","GC05P126776","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB1"
"PAFAH1B1","Platelet Activating Factor Acetylhydrolase 1b Regulatory Subunit 1","Protein Coding","P43034","59","GC17P002593","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAFAH1B1"
"APEX1","Apurinic/Apyrimidinic Endodeoxyribonuclease 1","Protein Coding","P27695","58","GC14P020455","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APEX1"
"CEBPB","CCAAT Enhancer Binding Protein Beta","Protein Coding","P17676","58","GC20P050190","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB"
"PICALM","Phosphatidylinositol Binding Clathrin Assembly Protein","Protein Coding","Q13492","57","GC11M085957","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PICALM"
"RPS6","Ribosomal Protein S6","Protein Coding","P62753","57","GC09M019375","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPS6"
"AKR1A1","Aldo-Keto Reductase Family 1 Member A1","Protein Coding","P14550","56","GC01P045550","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AKR1A1"
"PHB2","Prohibitin 2","Protein Coding","Q99623","56","GC12M006965","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PHB2"
"ATG16L1","Autophagy Related 16 Like 1","Protein Coding","Q676U5","55","GC02P235056","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATG16L1"
"IL17A","Interleukin 17A","Protein Coding","Q16552","55","GC06P052186","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL17A"
"FGF21","Fibroblast Growth Factor 21","Protein Coding","Q9NSA1","52","GC19P152833","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF21"
"MIR145","MicroRNA 145","RNA Gene","","32","GC05P149430","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR145"
"MIR126","MicroRNA 126","RNA Gene","","31","GC09P136670","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"MIR148B","MicroRNA 148b","RNA Gene","","30","GC12P054337","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR148B"
"MIR30A","MicroRNA 30a","RNA Gene","","28","GC06M071403","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR30A"
"MIR181A1","MicroRNA 181a-1","RNA Gene","","27","GC01M198860","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR181A1"
"LOC109461478","ATXN8 Opposite Strand (Non-Protein Coding) Repeat Instability Region","Functional Element","","8","GC13P070140","4.38419532775879","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC109461478"
"CACNA1C","Calcium Voltage-Gated Channel Subunit Alpha1 C","Protein Coding","Q13936","62","GC12P001970","4.34624338150024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CACNA1C"
"PIK3CG","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","P48736","62","GC07P106865","4.34624338150024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"GALC","Galactosylceramidase","Protein Coding","P54803","58","GC14M087837","4.34624338150024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALC"
"HTR3A","5-Hydroxytryptamine Receptor 3A","Protein Coding","P46098","58","GC11P113975","4.34624338150024","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HTR3A"
"ERBB2","Erb-B2 Receptor Tyrosine Kinase 2","Protein Coding","P04626","68","GC17P039687","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERBB2"
"HRAS","HRas Proto-Oncogene, GTPase","Protein Coding","P01112","65","GC11M015046","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRAS"
"BMP4","Bone Morphogenetic Protein 4","Protein Coding","P12644","62","GC14M053949","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BMP4"
"CYBB","Cytochrome B-245 Beta Chain","Protein Coding","P04839","61","GC0XP037780","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYBB"
"CYP19A1","Cytochrome P450 Family 19 Subfamily A Member 1","Protein Coding","P11511","61","GC15M051208","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP19A1"
"CR2","Complement C3d Receptor 2","Protein Coding","P20023","59","GC01P207454","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CR2"
"CANX","Calnexin","Protein Coding","P27824","58","GC05P179678","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CANX"
"MYH14","Myosin Heavy Chain 14","Protein Coding","Q7Z406","58","GC19P152909","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH14"
"CLOCK","Clock Circadian Regulator","Protein Coding","O15516","57","GC04M055427","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLOCK"
"NOX1","NADPH Oxidase 1","Protein Coding","Q9Y5S8","57","GC0XM100843","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOX1"
"SIRT6","Sirtuin 6","Protein Coding","Q8N6T7","57","GC19M004174","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIRT6"
"FCER2","Fc Epsilon Receptor II","Protein Coding","P06734","56","GC19M108008","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCER2"
"SIAH2","Siah E3 Ubiquitin Protein Ligase 2","Protein Coding","O43255","55","GC03M150741","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SIAH2"
"CRYZ","Crystallin Zeta","Protein Coding","Q08257","54","GC01M074705","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRYZ"
"NPTX2","Neuronal Pentraxin 2","Protein Coding","P47972","54","GC07P098627","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPTX2"
"GBA2","Glucosylceramidase Beta 2","Protein Coding","Q9HCG7","53","GC09M035736","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GBA2"
"DECR1","2,4-Dienoyl-CoA Reductase 1","Protein Coding","Q16698","52","GC08P090001","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DECR1"
"MX1","MX Dynamin Like GTPase 1","Protein Coding","P20591","52","GC21P041420","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MX1"
"BLZF1","Basic Leucine Zipper Nuclear Factor 1","Protein Coding","Q9H2G9","50","GC01P169367","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BLZF1"
"PPHLN1","Periphilin 1","Protein Coding","Q8NEY8","47","GC12P042238","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPHLN1"
"PRDM15","PR/SET Domain 15","Protein Coding","P57071","47","GC21M041798","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRDM15"
"CNKSR3","CNKSR Family Member 3","Protein Coding","Q6P9H4","46","GC06M154387","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNKSR3"
"SLC50A1","Solute Carrier Family 50 Member 1","Protein Coding","Q9BRV3","45","GC01P155135","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC50A1"
"ZNF646","Zinc Finger Protein 646","Protein Coding","O15015","45","GC16P121080","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF646"
"PRSS53","Serine Protease 53","Protein Coding","Q2L4Q9","43","GC16M051191","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRSS53"
"MIR376A1","MicroRNA 376a-1","RNA Gene","","24","GC14P121365","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR376A1"
"LOC111258525","NOS1 1f And 1g Alternate Promoter Region","Functional Element","","8","GC12P117361","4.32831430435181","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC111258525"
"MIR590","MicroRNA 590","RNA Gene","","28","GC07P074191","4.32031440734863","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR590"
"RAB5A","RAB5A, Member RAS Oncogene Family","Protein Coding","P20339","58","GC03P027238","4.31986427307129","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB5A"
"FIS1","Fission, Mitochondrial 1","Protein Coding","Q9Y3D6","51","GC07M101239","4.31837797164917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FIS1"
"ATP13A1","ATPase 13A1","Protein Coding","Q9HD20","51","GC19M019645","4.30956220626831","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP13A1"
"PLK2","Polo Like Kinase 2","Protein Coding","Q9NYY3","57","GC05M058453","4.29317760467529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLK2"
"HLA-DRB5","Major Histocompatibility Complex, Class II, DR Beta 5","Protein Coding","Q30154","52","GC06M106524","4.29317760467529","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DRB5"
"RING1","Ring Finger Protein 1","Protein Coding","Q06587","54","GC06P033208","4.28822469711304","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RING1"
"RAB11A","RAB11A, Member RAS Oncogene Family","Protein Coding","P62491","58","GC15P193373","4.27275419235229","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11A"
"NRGN","Neurogranin","Protein Coding","Q92686","51","GC11P124739","4.26803302764893","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRGN"
"SYP","Synaptophysin","Protein Coding","P08247","59","GC0XM049187","4.26464653015137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYP"
"MIR125A","MicroRNA 125a","RNA Gene","","30","GC19P152978","4.26464653015137","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR125A"
"C1QA","Complement C1q A Chain","Protein Coding","P02745","60","GC01P076178","4.25548839569092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C1QA"
"PENK","Proenkephalin","Protein Coding","P01210","51","GC08M056436","4.25548839569092","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PENK"
"PPARG","Peroxisome Proliferator Activated Receptor Gamma","Protein Coding","P37231","65","GC03P012287","4.23448085784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARG"
"CDKN2A","Cyclin Dependent Kinase Inhibitor 2A","Protein Coding","Q8N726","64","GC09M021967","4.23448085784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN2A"
"TUBB3","Tubulin Beta 3 Class III","Protein Coding","Q13509","63","GC16P122964","4.23448085784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TUBB3"
"RTN4","Reticulon 4","Protein Coding","Q9NQC3","57","GC02M054934","4.23448085784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTN4"
"ANKK1","Ankyrin Repeat And Kinase Domain Containing 1","Protein Coding","Q8NFD2","49","GC11P113387","4.23448085784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKK1"
"ADPRH","ADP-Ribosylarginine Hydrolase","Protein Coding","P54922","48","GC03P119579","4.23448085784912","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADPRH"
