Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"PDHA1","Pyruvate Dehydrogenase E1 Subunit Alpha 1","Protein Coding","P08559","60","GC0XP019343","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA1"
"GK","Glycerol Kinase","Protein Coding","P32189","59","GC0XP031646","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GK"
"PRPS1","Phosphoribosyl Pyrophosphate Synthetase 1","Protein Coding","P60891","59","GC0XP107628","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRPS1"
"AIMP1","Aminoacyl TRNA Synthetase Complex Interacting Multifunctional Protein 1","Protein Coding","Q12904","58","GC04P106315","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIMP1"
"GDI1","GDP Dissociation Inhibitor 1","Protein Coding","P31150","58","GC0XP154436","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDI1"
"AGTR2","Angiotensin II Receptor Type 2","Protein Coding","P50052","57","GC0XP116170","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGTR2"
"LAMP2","Lysosomal Associated Membrane Protein 2","Protein Coding","P13473","57","GC0XM120426","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMP2"
"RPL10","Ribosomal Protein L10","Protein Coding","P27635","57","GC0XP154389","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RPL10"
"SLC16A2","Solute Carrier Family 16 Member 2","Protein Coding","P36021","57","GC0XP075145","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC16A2"
"UBE2A","Ubiquitin Conjugating Enzyme E2 A","Protein Coding","P49459","57","GC0XP120527","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UBE2A"
"BCOR","BCL6 Corepressor","Protein Coding","Q6W2J9","56","GC0XM040049","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCOR"
"ARX","Aristaless Related Homeobox","Protein Coding","Q96QS3","55","GC0XM025003","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARX"
"OFD1","OFD1 Centriole And Centriolar Satellite Protein","Protein Coding","O75665","55","GC0XP013714","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OFD1"
"AP1S2","Adaptor Related Protein Complex 1 Subunit Sigma 2","Protein Coding","P56377","54","GC0XM015825","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP1S2"
"MBTPS2","Membrane Bound Transcription Factor Peptidase, Site 2","Protein Coding","O43462","52","GC0XP021839","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MBTPS2"
"ZDHHC15","Zinc Finger DHHC-Type Palmitoyltransferase 15","Protein Coding","Q96MV8","51","GC0XM075368","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZDHHC15"
"NHS","NHS Actin Remodeling Regulator","Protein Coding","Q6T4R5","49","GC0XP017437","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NHS"
"HYCC1","Hyccin PI4KA Lipid Kinase Complex Subunit 1","Protein Coding","Q9BYI3","48","GC07M022994","2.61662769317627","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HYCC1"
"KMT2E","Lysine Methyltransferase 2E (Inactive)","Protein Coding","Q8IZD2","53","GC07P110887","2.61635947227478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KMT2E"
"ZNF462","Zinc Finger Protein 462","Protein Coding","Q96JM2","51","GC09P106860","2.61635947227478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF462"
"HNRNPK-AS1","HNRNPK Antisense RNA 1","RNA Gene","","17","GC09P085181","2.61635947227478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPK-AS1"
"LOC101927078","Uncharacterized LOC101927078","RNA Gene","","13","GC05M114447","2.61635947227478","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC101927078"
"CTNND1","Catenin Delta 1","Protein Coding","O60716","58","GC11P059474","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNND1"
"LINGO1","Leucine Rich Repeat And Ig Domain Containing 1","Protein Coding","Q96FE5","58","GC15M077613","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINGO1"
"PBRM1","Polybromo 1","Protein Coding","Q86U86","58","GC03M052545","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PBRM1"
"SLC1A5","Solute Carrier Family 1 Member 5","Protein Coding","Q15758","58","GC19M108949","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A5"
"ADCY2","Adenylate Cyclase 2","Protein Coding","Q08462","57","GC05P007396","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADCY2"
"MAPKAP1","MAPK Associated Protein 1","Protein Coding","Q9BPZ7","57","GC09M125437","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAP1"
"ROBO2","Roundabout Guidance Receptor 2","Protein Coding","Q9HCK4","55","GC03P075977","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ROBO2"
"SEC61A1","SEC61 Translocon Subunit Alpha 1","Protein Coding","P61619","54","GC03P128051","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC61A1"
"THBS3","Thrombospondin 3","Protein Coding","P49746","52","GC01M155195","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS3"
"METTL1","Methyltransferase 1, TRNA Methylguanosine","Protein Coding","Q9UBP6","51","GC12M057768","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=METTL1"
"NGEF","Neuronal Guanine Nucleotide Exchange Factor","Protein Coding","Q8N5V2","51","GC02M232878","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NGEF"
"CCDC6","Coiled-Coil Domain Containing 6","Protein Coding","Q16204","50","GC10M059788","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC6"
"SV2C","Synaptic Vesicle Glycoprotein 2C","Protein Coding","Q496J9","50","GC05P075847","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SV2C"
"PCDH17","Protocadherin 17","Protein Coding","O14917","48","GC13P057630","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH17"
"FCHO1","FCH And Mu Domain Containing Endocytic Adaptor 1","Protein Coding","O14526","47","GC19P152091","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FCHO1"
"UVSSA","UV Stimulated Scaffold Protein A","Protein Coding","Q2YD98","47","GC04P029483","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UVSSA"
"MRPS30","Mitochondrial Ribosomal Protein S30","Protein Coding","Q9NP92","46","GC05P044808","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS30"
"DPF3","Double PHD Fingers 3","Protein Coding","Q92784","45","GC14M072610","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPF3"
"H4C8","H4 Clustered Histone 8","Protein Coding","P62805","44","GC06M109209","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C8"
"BICRAL","BICRA Like Chromatin Remodeling Complex Associated Protein","Protein Coding","Q6AI39","40","GC06P182063","2.5813364982605","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BICRAL"
"ITGAM","Integrin Subunit Alpha M","Protein Coding","P11215","62","GC16P121092","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAM"
"TRPV1","Transient Receptor Potential Cation Channel Subfamily V Member 1","Protein Coding","Q8NER1","61","GC17M003565","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPV1"
"CCR5","C-C Motif Chemokine Receptor 5","Protein Coding","P51681","60","GC03P064850","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR5"
"CYP11B1","Cytochrome P450 Family 11 Subfamily B Member 1","Protein Coding","P15538","58","GC08M142872","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP11B1"
"MSX2","Msh Homeobox 2","Protein Coding","P35548","57","GC05P174724","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX2"
"LMO2","LIM Domain Only 2","Protein Coding","P25791","55","GC11M033858","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMO2"
"PSIP1","PC4 And SRSF1 Interacting Protein 1","Protein Coding","O75475","52","GC09M015464","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSIP1"
"GINS1","GINS Complex Subunit 1","Protein Coding","Q14691","51","GC20P026681","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GINS1"
"KIAA0319L","KIAA0319 Like","Protein Coding","Q8IZA0","48","GC01M035393","2.55434727668762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0319L"
"ATP2A2","ATPase Sarcoplasmic/Endoplasmic Reticulum Ca2+ Transporting 2","Protein Coding","P16615","64","GC12P110280","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP2A2"
"STAT6","Signal Transducer And Activator Of Transcription 6","Protein Coding","P42226","64","GC12M057095","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT6"
"CD40","CD40 Molecule","Protein Coding","P25942","63","GC20P046118","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD40"
"HLA-A","Major Histocompatibility Complex, Class I, A","Protein Coding","P04439","59","GC06P181854","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A"
"FUT2","Fucosyltransferase 2 (H Blood Group)","Protein Coding","Q10981","58","GC19P048695","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FUT2"
"IL12RB1","Interleukin 12 Receptor Subunit Beta 1","Protein Coding","P42701","58","GC19M018058","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12RB1"
"HLA-DPB1","Major Histocompatibility Complex, Class II, DP Beta 1","Protein Coding","P04440","57","GC06P181928","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPB1"
"IL21","Interleukin 21","Protein Coding","Q9HBE4","57","GC04M122612","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL21"
"PDE4B","Phosphodiesterase 4B","Protein Coding","Q07343","57","GC01P065792","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDE4B"
"HRH4","Histamine Receptor H4","Protein Coding","Q9H3N8","56","GC18P024460","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HRH4"
"PTPRK","Protein Tyrosine Phosphatase Receptor Type K","Protein Coding","Q15262","55","GC06M127949","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRK"
"CBX2","Chromobox 2","Protein Coding","Q14781","54","GC17P155724","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CBX2"
"DHH","Desert Hedgehog Signaling Molecule","Protein Coding","O43323","54","GC12M052303","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHH"
"RGS6","Regulator Of G Protein Signaling 6","Protein Coding","P49758","53","GC14P071867","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RGS6"
"ELMO1","Engulfment And Cell Motility 1","Protein Coding","Q92556","52","GC07M036860","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELMO1"
"HLA-DPA1","Major Histocompatibility Complex, Class II, DP Alpha 1","Protein Coding","P20036","52","GC06M033064","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-DPA1"
"RBM28","RNA Binding Motif Protein 28","Protein Coding","Q9NW13","51","GC07M129312","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBM28"
"MCM9","Minichromosome Maintenance 9 Homologous Recombination Repair Factor","Protein Coding","Q9NXL9","50","GC06M118813","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCM9"
"DMXL2","Dmx Like 2","Protein Coding","Q8TDJ6","48","GC15M051447","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DMXL2"
"MDGA1","MAM Domain Containing Glycosylphosphatidylinositol Anchor 1","Protein Coding","Q8NFP4","48","GC06M106642","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDGA1"
"DHRS11","Dehydrogenase/Reductase 11","Protein Coding","Q6UWP2","47","GC17P154582","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DHRS11"
"MLN","Motilin","Protein Coding","P12872","47","GC06M033794","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MLN"
"PMFBP1","Polyamine Modulated Factor 1 Binding Protein 1","Protein Coding","Q8TBY8","47","GC16M072112","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PMFBP1"
"AFG1L","AFG1 Like ATPase","Protein Coding","Q8WV93","45","GC06P182705","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AFG1L"
"MEI1","Meiotic Double-Stranded Break Formation Protein 1","Protein Coding","Q5TIA1","45","GC22P041699","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEI1"
"TTC29","Tetratricopeptide Repeat Domain 29","Protein Coding","Q8NA56","45","GC04M146706","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TTC29"
"BTBD16","BTB Domain Containing 16","Protein Coding","Q32M84","44","GC10P122271","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BTBD16"
"DCDC1","Doublecortin Domain Containing 1","Protein Coding","M0R2J8","44","GC11M030851","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DCDC1"
"ZMYND15","Zinc Finger MYND-Type Containing 15","Protein Coding","Q9H091","44","GC17P153624","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZMYND15"
"CFAP276","Cilia And Flagella Associated Protein 276","Protein Coding","Q5T5A4","41","GC01M109256","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFAP276"
"ZNF584","Zinc Finger Protein 584","Protein Coding","Q8IVC4","35","GC19P153283","2.52939105033875","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF584"
"LIPA","Lipase A, Lysosomal Acid Type","Protein Coding","P38571","62","GC10M089213","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPA"
"HMGCR","3-Hydroxy-3-Methylglutaryl-CoA Reductase","Protein Coding","P04035","61","GC05P075336","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCR"
"KLF4","KLF Transcription Factor 4","Protein Coding","O43474","60","GC09M107484","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF4"
"TARDBP","TAR DNA Binding Protein","Protein Coding","Q13148","60","GC01P075344","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TARDBP"
"CYP7B1","Cytochrome P450 Family 7 Subfamily B Member 1","Protein Coding","O75881","58","GC08M064587","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP7B1"
"EHMT2","Euchromatic Histone Lysine Methyltransferase 2","Protein Coding","Q96KQ7","58","GC06M031879","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EHMT2"
"FA2H","Fatty Acid 2-Hydroxylase","Protein Coding","Q7L5A8","58","GC16M074712","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FA2H"
"NAGLU","N-Acetyl-Alpha-Glucosaminidase","Protein Coding","P54802","58","GC17P154848","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NAGLU"
"CHIT1","Chitinase 1","Protein Coding","Q13231","57","GC01M203213","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHIT1"
"APTX","Aprataxin","Protein Coding","Q7Z2E3","56","GC09M032886","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=APTX"
"CPAP","Centrosome Assembly And Centriole Elongation Protein","Protein Coding","Q9HC77","53","GC13M024882","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPAP"
"HSD3B7","Hydroxy-Delta-5-Steroid Dehydrogenase, 3 Beta- And Steroid Delta-Isomerase 7","Protein Coding","Q9H2F3","52","GC16P030985","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD3B7"
"MCPH1","Microcephalin 1","Protein Coding","Q8NEM0","52","GC08P006406","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCPH1"
"SPG11","SPG11 Vesicle Trafficking Associated, Spatacsin","Protein Coding","Q96JI7","52","GC15M048180","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG11"
"H4C6","H4 Clustered Histone 6","Protein Coding","P62805","45","GC06P184733","2.52396535873413","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H4C6"
"BCL2","BCL2 Apoptosis Regulator","Protein Coding","P10415","64","GC18M063123","2.52142024040222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCL2"
"LGI1","Leucine Rich Glioma Inactivated 1","Protein Coding","O95970","57","GC10P093757","2.52142024040222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LGI1"
"NRCAM","Neuronal Cell Adhesion Molecule","Protein Coding","Q92823","57","GC07M108147","2.52142024040222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRCAM"
"KALRN","Kalirin RhoGEF Kinase","Protein Coding","O60229","54","GC03P124033","2.52142024040222","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KALRN"
"CTNND2","Catenin Delta 2","Protein Coding","Q9UQB3","55","GC05M010971","2.46434354782104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTNND2"
"AIFM1","Apoptosis Inducing Factor Mitochondria Associated 1","Protein Coding","O95831","63","GC0XM130129","2.42252659797668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIFM1"
"COL1A1","Collagen Type I Alpha 1 Chain","Protein Coding","P02452","62","GC17M097561","2.42252659797668","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1"
"COL1A2","Collagen Type I Alpha 2 Chain","Protein Coding","P08123","61","GC07P094394","2.41178178787231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A2"
"THRA","Thyroid Hormone Receptor Alpha","Protein Coding","P10827","61","GC17P040058","2.41178178787231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THRA"
"PLOD1","Procollagen-Lysine,2-Oxoglutarate 5-Dioxygenase 1","Protein Coding","Q02809","59","GC01P011934","2.41178178787231","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD1"
"MAD1L1","Mitotic Arrest Deficient 1 Like 1","Protein Coding","Q9Y6D9","59","GC07M001815","2.37872552871704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAD1L1"
"GPC6","Glypican 6","Protein Coding","Q9Y625","55","GC13P093218","2.37872552871704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GPC6"
"NALF1","NALCN Channel Auxiliary Factor 1","Protein Coding","B1AL88","38","GC13M107164","2.37872552871704","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NALF1"
"TBC1D22A","TBC1 Domain Family Member 22A","Protein Coding","Q8WUA7","42","GC22P046762","2.35713052749634","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBC1D22A"
"CNTN1","Contactin 1","Protein Coding","Q12860","60","GC12P040692","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CNTN1"
"GLDC","Glycine Decarboxylase","Protein Coding","P23378","60","GC09M006522","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLDC"
"SLC3A1","Solute Carrier Family 3 Member 1","Protein Coding","Q07837","60","GC02P044275","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC3A1"
"LONP1","Lon Peptidase 1, Mitochondrial","Protein Coding","P36776","59","GC19M005691","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LONP1"
"BCS1L","BCS1 Homolog, Ubiquinol-Cytochrome C Reductase Complex Chaperone","Protein Coding","Q9Y276","57","GC02P218658","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCS1L"
"NDUFS1","NADH:Ubiquinone Oxidoreductase Core Subunit S1","Protein Coding","P28331","57","GC02M206114","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS1"
"PYCR1","Pyrroline-5-Carboxylate Reductase 1","Protein Coding","P32322","57","GC17M081932","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR1"
"SLC1A4","Solute Carrier Family 1 Member 4","Protein Coding","P43007","57","GC02P064988","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC1A4"
"DBT","Dihydrolipoamide Branched Chain Transacylase E2","Protein Coding","P11182","55","GC01M100186","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DBT"
"DPF2","Double PHD Fingers 2","Protein Coding","Q92785","55","GC11P107807","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DPF2"
"NTHL1","Nth Like DNA Glycosylase 1","Protein Coding","P78549","55","GC16M049830","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NTHL1"
"RARS2","Arginyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q5T160","55","GC06M108490","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS2"
"SLC7A9","Solute Carrier Family 7 Member 9","Protein Coding","P82251","55","GC19M032830","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A9"
"PCDH12","Protocadherin 12","Protein Coding","Q9NPG4","53","GC05M141943","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PCDH12"
"POLG2","DNA Polymerase Gamma 2, Accessory Subunit","Protein Coding","Q9UHN1","53","GC17M064477","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLG2"
"TRMT1","TRNA Methyltransferase 1","Protein Coding","Q9NXH9","53","GC19M013104","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMT1"
"GTPBP3","GTP Binding Protein 3, Mitochondrial","Protein Coding","Q969Y2","52","GC19P152085","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP3"
"DSE","Dermatan Sulfate Epimerase","Protein Coding","Q9UL01","51","GC06P182885","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSE"
"ATCAY","ATCAY Kinesin Light Chain Interacting Caytaxin","Protein Coding","Q86WG3","50","GC19P151503","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATCAY"
"CEP104","Centrosomal Protein 104","Protein Coding","O60308","50","GC01M003812","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEP104"
"CHAMP1","Chromosome Alignment Maintaining Phosphoprotein 1","Protein Coding","Q96JM3","50","GC13P114314","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CHAMP1"
"COG7","Component Of Oligomeric Golgi Complex 7","Protein Coding","P83436","50","GC16M023388","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COG7"
"CTU2","Cytosolic Thiouridylase Subunit 2","Protein Coding","Q2VPK5","48","GC16P088706","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTU2"
"NDUFAF5","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 5","Protein Coding","Q5TEU4","48","GC20P014067","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF5"
"CCDC47","Coiled-Coil Domain Containing 47","Protein Coding","Q96A33","47","GC17M063745","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCDC47"
"ZNF592","Zinc Finger Protein 592","Protein Coding","Q92610","47","GC15P193821","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF592"
"PIGY","Phosphatidylinositol Glycan Anchor Biosynthesis Class Y","Protein Coding","Q3MUY2","46","GC04M088520","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIGY"
"ASXL3","ASXL Transcriptional Regulator 3","Protein Coding","Q9C0F0","45","GC18P033578","2.35261559486389","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASXL3"
"ARSL","Arylsulfatase L","Protein Coding","P51690","52","GC0XM002934","2.34173560142517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSL"
"SLC17A6","Solute Carrier Family 17 Member 6","Protein Coding","Q9P2U8","52","GC11P022373","2.34173560142517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC17A6"
"PGR-AS1","PGR Antisense RNA 1","RNA Gene","","20","GC11P108894","2.34173560142517","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGR-AS1"
"HNRNPH1","Heterogeneous Nuclear Ribonucleoprotein H1","Protein Coding","P31943","55","GC05M179614","2.3381085395813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HNRNPH1"
"LOC107303338","3p25 FANCD2 Alu-Mediated Recombination Region","Functional Element","","11","GC03P027000","2.3381085395813","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC107303338"
"DNMT1","DNA Methyltransferase 1","Protein Coding","P26358","66","GC19M010133","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNMT1"
"EGF","Epidermal Growth Factor","Protein Coding","P01133","64","GC04P109912","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGF"
"RAD50","RAD50 Double Strand Break Repair Protein","Protein Coding","Q92878","62","GC05P132556","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD50"
"CFL1","Cofilin 1","Protein Coding","P23528","58","GC11M065823","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CFL1"
"SLC25A13","Solute Carrier Family 25 Member 13","Protein Coding","Q9UJS0","58","GC07M096120","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A13"
"KCNA3","Potassium Voltage-Gated Channel Subfamily A Member 3","Protein Coding","P22001","57","GC01M110654","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNA3"
"RBBP8","RB Binding Protein 8, Endonuclease","Protein Coding","Q99708","57","GC18P022798","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RBBP8"
"CDH17","Cadherin 17","Protein Coding","Q12864","56","GC08M094127","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH17"
"H2AX","H2A.X Variant Histone","Protein Coding","P16104","56","GC11M140653","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H2AX"
"MDC1","Mediator Of DNA Damage Checkpoint 1","Protein Coding","Q14676","55","GC06M106406","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDC1"
"RAD52","RAD52 Homolog, DNA Repair Protein","Protein Coding","P43351","54","GC12M000912","2.33673787117004","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAD52"
