Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"ARSH","Arylsulfatase Family Member H","Protein Coding","Q5FYA8","44","GC0XP003006","7.69039249420166","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSH"
"EFTUD2","Elongation Factor Tu GTP Binding Domain Containing 2","Protein Coding","Q15029","54","GC17M097312","7.68835306167603","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EFTUD2"
"SPTBN1","Spectrin Beta, Non-Erythrocytic 1","Protein Coding","Q01082","57","GC02P054456","7.68409967422485","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPTBN1"
"TMEM126A","Transmembrane Protein 126A","Protein Coding","Q9H061","52","GC11P085647","7.68156766891479","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM126A"
"GRIK3","Glutamate Ionotropic Receptor Kainate Type Subunit 3","Protein Coding","Q13003","55","GC01M036795","7.67489242553711","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRIK3"
"SLC25A19","Solute Carrier Family 25 Member 19","Protein Coding","Q9HC21","55","GC17M098053","7.66704750061035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A19"
"THOC6","THO Complex Subunit 6","Protein Coding","Q86W42","50","GC16P003024","7.66704750061035","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THOC6"
"DUSP6","Dual Specificity Phosphatase 6","Protein Coding","Q16828","60","GC12M089347","7.66541433334351","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DUSP6"
"EPHA3","EPH Receptor A3","Protein Coding","P29320","60","GC03P089077","7.66457366943359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EPHA3"
"SLC25A3","Solute Carrier Family 25 Member 3","Protein Coding","Q00325","58","GC12P098593","7.66457366943359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A3"
"LDHB","Lactate Dehydrogenase B","Protein Coding","P07195","57","GC12M021635","7.66457366943359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LDHB"
"DGKD","Diacylglycerol Kinase Delta","Protein Coding","Q16760","55","GC02P235075","7.66457366943359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKD"
"ALX1","ALX Homeobox 1","Protein Coding","Q15699","50","GC12P085279","7.66457366943359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALX1"
"TBCD","Tubulin Folding Cofactor D","Protein Coding","Q9BTW9","52","GC17P082752","7.66376829147339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TBCD"
"HMGCL","3-Hydroxy-3-Methylglutaryl-CoA Lyase","Protein Coding","P35914","58","GC01M023801","7.66162586212158","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCL"
"MSL3","MSL Complex Subunit 3","Protein Coding","Q8N5Y2","50","GC0XP011758","7.65515375137329","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSL3"
"TRPC5","Transient Receptor Potential Cation Channel Subfamily C Member 5","Protein Coding","Q9UL62","54","GC0XM111774","7.65502500534058","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC5"
"CTSF","Cathepsin F","Protein Coding","Q9UBX1","62","GC11M139837","7.65316867828369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CTSF"
"DNM1L","Dynamin 1 Like","Protein Coding","O00429","61","GC12P032679","7.65316867828369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"
"ERCC5","ERCC Excision Repair 5, Endonuclease","Protein Coding","P28715","58","GC13P102845","7.65316867828369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC5"
"LAMA1","Laminin Subunit Alpha 1","Protein Coding","P25391","58","GC18M006941","7.65316867828369","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMA1"
"MMUT","Methylmalonyl-CoA Mutase","Protein Coding","P22033","58","GC06M049430","7.6515941619873","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMUT"
"COQ9","Coenzyme Q9","Protein Coding","O75208","54","GC16P057447","7.64673089981079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ9"
"INPP5E","Inositol Polyphosphate-5-Phosphatase E","Protein Coding","Q9NRR6","52","GC09M136428","7.64673089981079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INPP5E"
"TMEM67","Transmembrane Protein 67","Protein Coding","Q5HYA8","52","GC08P093754","7.64673089981079","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM67"
"ERCC8","ERCC Excision Repair 8, CSA Ubiquitin Ligase Complex Subunit","Protein Coding","Q13216","56","GC05M060921","7.64530849456787","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC8"
"MDH2","Malate Dehydrogenase 2","Protein Coding","P40926","60","GC07P076048","7.64260101318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MDH2"
"RAB27A","RAB27A, Member RAS Oncogene Family","Protein Coding","P51159","60","GC15M055202","7.64260101318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB27A"
"PYCR1","Pyrroline-5-Carboxylate Reductase 1","Protein Coding","P32322","57","GC17M081932","7.64260101318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR1"
"EXOSC8","Exosome Component 8","Protein Coding","Q96B26","52","GC13P036998","7.64260101318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EXOSC8"
"ZBTB18","Zinc Finger And BTB Domain Containing 18","Protein Coding","Q99592","52","GC01P244048","7.64260101318359","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZBTB18"
"ADGRL1","Adhesion G Protein-Coupled Receptor L1","Protein Coding","O94910","53","GC19M014147","7.63851022720337","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADGRL1"
"ABCC9","ATP Binding Cassette Subfamily C Member 9","Protein Coding","O60706","58","GC12M021797","7.62822818756104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCC9"
"LMNB2","Lamin B2","Protein Coding","Q03252","55","GC19M107830","7.62822818756104","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LMNB2"
"P2RY12","Purinergic Receptor P2Y12","Protein Coding","Q9H244","61","GC03M151336","7.62470579147339","https://www.genecards.org/cgi-bin/carddisp.pl?gene=P2RY12"
"RMND1","Required For Meiotic Nuclear Division 1 Homolog","Protein Coding","Q9NWS8","50","GC06M151404","7.62386226654053","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RMND1"
"CCND2","Cyclin D2","Protein Coding","P30279","61","GC12P074004","7.61874961853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND2"
"SMARCAL1","SNF2 Related Chromatin Remodeling Annealing Helicase 1","Protein Coding","Q9NZC9","58","GC02P216412","7.61874961853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMARCAL1"
"RNASEH2A","Ribonuclease H2 Subunit A","Protein Coding","O75792","57","GC19P151931","7.61874961853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASEH2A"
"SAMHD1","SAM And HD Domain Containing Deoxynucleoside Triphosphate Triphosphohydrolase 1","Protein Coding","Q9Y3Z3","55","GC20M036890","7.61874961853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SAMHD1"
"TREX1","Three Prime Repair Exonuclease 1","Protein Coding","Q9NSU2","55","GC03P064970","7.61874961853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TREX1"
"SPINK5","Serine Peptidase Inhibitor Kazal Type 5","Protein Coding","Q9NQ38","53","GC05P148025","7.61874961853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPINK5"
"TINF2","TERF1 Interacting Nuclear Factor 2","Protein Coding","Q9BSI4","53","GC14M028843","7.61874961853027","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TINF2"
"TNC","Tenascin C","Protein Coding","P24821","62","GC09M115019","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNC"
"LAMB2","Laminin Subunit Beta 2","Protein Coding","P55268","58","GC03M049121","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMB2"
"LINGO1","Leucine Rich Repeat And Ig Domain Containing 1","Protein Coding","Q96FE5","58","GC15M077613","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LINGO1"
"NDUFS3","NADH:Ubiquinone Oxidoreductase Core Subunit S3","Protein Coding","O75489","58","GC11P049115","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS3"
"SERPINI1","Serpin Family I Member 1","Protein Coding","Q99574","58","GC03P167735","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINI1"
"SLIT2","Slit Guidance Ligand 2","Protein Coding","O94813","58","GC04P030127","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLIT2"
"LTBP1","Latent Transforming Growth Factor Beta Binding Protein 1","Protein Coding","Q14766","57","GC02P032946","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LTBP1"
"NDUFB9","NADH:Ubiquinone Oxidoreductase Subunit B9","Protein Coding","Q9Y6M9","57","GC08P124539","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB9"
"PEX5","Peroxisomal Biogenesis Factor 5","Protein Coding","P50542","57","GC12P074093","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX5"
"PEX19","Peroxisomal Biogenesis Factor 19","Protein Coding","P40855","56","GC01M160276","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX19"
"COQ5","Coenzyme Q5, Methyltransferase","Protein Coding","Q5HYK3","54","GC12M120503","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ5"
"STX11","Syntaxin 11","Protein Coding","O75558","54","GC06P183460","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STX11"
"LARGE1","LARGE Xylosyl- And Glucuronyltransferase 1","Protein Coding","O95461","53","GC22M086044","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARGE1"
"EML1","EMAP Like 1","Protein Coding","O00423","52","GC14P099737","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=EML1"
"SYNPO","Synaptopodin","Protein Coding","Q8N3V7","52","GC05P159393","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SYNPO"
"CCBE1","Collagen And Calcium Binding EGF Domains 1","Protein Coding","Q6UXH8","51","GC18M059430","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCBE1"
"NRDC","Nardilysin Convertase","Protein Coding","O43847","50","GC01M051938","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NRDC"
"RUSC2","RUN And SH3 Domain Containing 2","Protein Coding","Q8N2Y8","50","GC09P035490","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RUSC2"
"MEGF8","Multiple EGF Like Domains 8","Protein Coding","Q7Z7M0","48","GC19P042325","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MEGF8"
"ZC4H2","Zinc Finger C4H2-Type Containing","Protein Coding","Q9NQZ6","48","GC0XM064915","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZC4H2"
"ANKS3","Ankyrin Repeat And Sterile Alpha Motif Domain Containing 3","Protein Coding","Q6ZW76","45","GC16M004696","7.61766052246094","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ANKS3"
"OGDH","Oxoglutarate Dehydrogenase","Protein Coding","Q02218","60","GC07P044606","7.60675382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGDH"
"TKT","Transketolase","Protein Coding","P29401","58","GC03M053224","7.60675382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TKT"
"CLP1","Cleavage Factor Polyribonucleotide Kinase Subunit 1","Protein Coding","Q92989","54","GC11P057648","7.60675382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLP1"
"RTEL1","Regulator Of Telomere Elongation Helicase 1","Protein Coding","Q9NZ71","54","GC20P069269","7.60675382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RTEL1"
"ZNF638","Zinc Finger Protein 638","Protein Coding","Q14966","49","GC02P071276","7.60675382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF638"
"TENM4","Teneurin Transmembrane Protein 4","Protein Coding","Q6N022","48","GC11M078652","7.60675382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TENM4"
"SLC45A1","Solute Carrier Family 45 Member 1","Protein Coding","Q9Y2W3","43","GC01P075202","7.60675382614136","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC45A1"
"HEXA","Hexosaminidase Subunit Alpha","Protein Coding","P06865","60","GC15M072340","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEXA"
"SLC12A3","Solute Carrier Family 12 Member 3","Protein Coding","P55017","60","GC16P056865","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC12A3"
"ACO2","Aconitase 2","Protein Coding","Q99798","59","GC22P092273","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACO2"
"XPA","XPA, DNA Damage Recognition And Repair Factor","Protein Coding","P23025","58","GC09M097654","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=XPA"
"INVS","Inversin","Protein Coding","Q9Y283","57","GC09P100099","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INVS"
"RARS1","Arginyl-TRNA Synthetase 1","Protein Coding","P54136","57","GC05P168487","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS1"
"PIK3R5","Phosphoinositide-3-Kinase Regulatory Subunit 5","Protein Coding","Q8WYR1","56","GC17M008878","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3R5"
"COQ8A","Coenzyme Q8A","Protein Coding","Q8NI60","55","GC01P226957","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8A"
"MRPS22","Mitochondrial Ribosomal Protein S22","Protein Coding","P82650","54","GC03P139005","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22"
"AP4B1","Adaptor Related Protein Complex 4 Subunit Beta 1","Protein Coding","Q9Y6B7","51","GC01M113894","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AP4B1"
"TSEN54","TRNA Splicing Endonuclease Subunit 54","Protein Coding","Q7Z6J9","51","GC17P075515","7.5986442565918","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSEN54"
"MAT1A","Methionine Adenosyltransferase 1A","Protein Coding","Q00266","60","GC10M080271","7.59527397155762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAT1A"
"BAZ1A","Bromodomain Adjacent To Zinc Finger Domain 1A","Protein Coding","Q9NRL2","51","GC14M034752","7.59527397155762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BAZ1A"
"MYO9A","Myosin IXA","Protein Coding","B2RTY4","51","GC15M071822","7.59527397155762","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MYO9A"
"SMPD1","Sphingomyelin Phosphodiesterase 1","Protein Coding","P17405","61","GC11P006390","7.59172964096069","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SMPD1"
"GAA","Alpha Glucosidase","Protein Coding","P10253","64","GC17P080101","7.5880765914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GAA"
"TRPC6","Transient Receptor Potential Cation Channel Subfamily C Member 6","Protein Coding","Q9Y210","62","GC11M101451","7.5880765914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRPC6"
"TWIST1","Twist Family BHLH Transcription Factor 1","Protein Coding","Q15672","60","GC07M019020","7.5880765914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWIST1"
"GABRR1","Gamma-Aminobutyric Acid Type A Receptor Subunit Rho1","Protein Coding","P24046","57","GC06M089177","7.5880765914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRR1"
"NUP107","Nucleoporin 107","Protein Coding","P57740","57","GC12P068686","7.5880765914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NUP107"
"MXRA5","Matrix Remodeling Associated 5","Protein Coding","Q9NR99","45","GC0XM003308","7.5880765914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MXRA5"
"KIAA1210","KIAA1210","Protein Coding","Q9ULL0","41","GC0XM119078","7.5880765914917","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA1210"
"GABRA6","Gamma-Aminobutyric Acid Type A Receptor Subunit Alpha6","Protein Coding","Q16445","58","GC05P161547","7.5866527557373","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GABRA6"
"SGSH","N-Sulfoglucosamine Sulfohydrolase","Protein Coding","P51688","60","GC17M098179","7.58615112304688","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SGSH"
"CPA6","Carboxypeptidase A6","Protein Coding","Q8N4T0","55","GC08M067422","7.58474779129028","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPA6"
"NR0B1","Nuclear Receptor Subfamily 0 Group B Member 1","Protein Coding","P51843","59","GC0XM030304","7.58236408233643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NR0B1"
"PROP1","PROP Paired-Like Homeobox 1","Protein Coding","O75360","51","GC05M177992","7.58236408233643","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PROP1"
"FLI1","Fli-1 Proto-Oncogene, ETS Transcription Factor","Protein Coding","Q01543","60","GC11P128686","7.57678079605103","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLI1"
"CXCR3","C-X-C Motif Chemokine Receptor 3","Protein Coding","P49682","58","GC0XM071615","7.57396841049194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR3"
"STAT4","Signal Transducer And Activator Of Transcription 4","Protein Coding","Q14765","58","GC02M191029","7.57396841049194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=STAT4"
"CRLF1","Cytokine Receptor Like Factor 1","Protein Coding","O75462","56","GC19M018572","7.57396841049194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRLF1"
"CLCF1","Cardiotrophin Like Cytokine Factor 1","Protein Coding","Q9UBD9","54","GC11M067364","7.57396841049194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCF1"
"TRIT1","TRNA Isopentenyltransferase 1","Protein Coding","Q9H3H1","54","GC01M039842","7.57396841049194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIT1"
"B3GLCT","Beta 3-Glucosyltransferase","Protein Coding","Q6Y288","51","GC13P031275","7.57396841049194","https://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GLCT"
"ALG1","ALG1 Chitobiosyldiphosphodolichol Beta-Mannosyltransferase","Protein Coding","Q9BT22","58","GC16P005033","7.56452369689941","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALG1"
"ALDOB","Aldolase, Fructose-Bisphosphate B","Protein Coding","P05062","59","GC09M101420","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOB"
"RAP1A","RAP1A, Member Of RAS Oncogene Family","Protein Coding","P62834","57","GC01P111542","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAP1A"
"KIF2A","Kinesin Family Member 2A","Protein Coding","O00139","56","GC05P062306","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF2A"
"ABCB5","ATP Binding Cassette Subfamily B Member 5","Protein Coding","Q2M3G0","55","GC07P020615","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ABCB5"
"MMACHC","Metabolism Of Cobalamin Associated C","Protein Coding","Q9Y4U1","55","GC01P045500","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMACHC"
"PEX6","Peroxisomal Biogenesis Factor 6","Protein Coding","Q13608","53","GC06M042963","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PEX6"
"ARSL","Arylsulfatase L","Protein Coding","P51690","52","GC0XM002934","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSL"
"CERKL","CERK Like Autophagy Regulator","Protein Coding","Q49MI3","51","GC02M181536","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CERKL"
"MMAA","Metabolism Of Cobalamin Associated A","Protein Coding","Q8IVH4","51","GC04P145658","7.56225872039795","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMAA"
"ASAH1","N-Acylsphingosine Amidohydrolase 1","Protein Coding","Q13510","62","GC08M018055","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAH1"
"ERCC3","ERCC Excision Repair 3, TFIIH Core Complex Helicase Subunit","Protein Coding","P19447","61","GC02M127257","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERCC3"
"HSPD1","Heat Shock Protein Family D (Hsp60) Member 1","Protein Coding","P10809","61","GC02M197486","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPD1"
"GJB1","Gap Junction Protein Beta 1","Protein Coding","P08034","60","GC0XP071212","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GJB1"
"VRK1","VRK Serine/Threonine Kinase 1","Protein Coding","Q99986","60","GC14P096797","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VRK1"
"AIMP1","Aminoacyl TRNA Synthetase Complex Interacting Multifunctional Protein 1","Protein Coding","Q12904","58","GC04P106315","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AIMP1"
"ETFB","Electron Transfer Flavoprotein Subunit Beta","Protein Coding","P38117","58","GC19M051345","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFB"
"NDUFS7","NADH:Ubiquinone Oxidoreductase Core Subunit S7","Protein Coding","O75251","58","GC19P151406","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS7"
"AARS2","Alanyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q5JTZ9","57","GC06M106778","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AARS2"
"DGUOK","Deoxyguanosine Kinase","Protein Coding","Q16854","56","GC02P073926","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGUOK"
"DARS2","Aspartyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q6PI48","55","GC01P173824","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS2"
"ERLIN2","ER Lipid Raft Associated 2","Protein Coding","O94905","55","GC08P037736","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ERLIN2"
"RAB3GAP1","RAB3 GTPase Activating Protein Catalytic Subunit 1","Protein Coding","Q15042","53","GC02P135052","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB3GAP1"
"REEP1","Receptor Accessory Protein 1","Protein Coding","Q9H902","52","GC02M086213","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=REEP1"
"DYNC2LI1","Dynein Cytoplasmic 2 Light Intermediate Chain 1","Protein Coding","Q8TCX1","51","GC02P045313","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DYNC2LI1"
"NPHP3","Nephrocystin 3","Protein Coding","Q7Z494","51","GC03M132683","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPHP3"
"LYST","Lysosomal Trafficking Regulator","Protein Coding","Q99698","50","GC01M235661","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYST"
"TMEM107","Transmembrane Protein 107","Protein Coding","Q6UX40","49","GC17M096242","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM107"
"THAP11","THAP Domain Containing 11","Protein Coding","Q96EK4","48","GC16P121898","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THAP11"
"KIAA0753","KIAA0753","Protein Coding","Q2KHM9","47","GC17M006578","7.56008958816528","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIAA0753"
"AVPR1A","Arginine Vasopressin Receptor 1A","Protein Coding","P37288","58","GC12M063142","7.55606746673584","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AVPR1A"
"RFX7","Regulatory Factor X7","Protein Coding","Q2KHR2","45","GC15M056087","7.5559287071228","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RFX7"
"PRKCA","Protein Kinase C Alpha","Protein Coding","P17252","64","GC17P066302","7.54952192306519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKCA"
"GLRB","Glycine Receptor Beta","Protein Coding","P48167","60","GC04P157076","7.54952192306519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLRB"
"NDUFS4","NADH:Ubiquinone Oxidoreductase Subunit S4","Protein Coding","O43181","55","GC05P053560","7.54952192306519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4"
"MCF2","MCF.2 Cell Line Derived Transforming Sequence","Protein Coding","P10911","53","GC0XM139581","7.54952192306519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCF2"
"FAT1","FAT Atypical Cadherin 1","Protein Coding","Q14517","52","GC04M186587","7.54952192306519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAT1"
"LRRTM4","Leucine Rich Repeat Transmembrane Neuronal 4","Protein Coding","Q86VH4","48","GC02M076747","7.54952192306519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRRTM4"
"FAAH2","Fatty Acid Amide Hydrolase 2","Protein Coding","Q6GMR7","44","GC0XP057121","7.54952192306519","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAAH2"
"KCNJ11","Potassium Inwardly Rectifying Channel Subfamily J Member 11","Protein Coding","Q14654","59","GC11M018109","7.53029918670654","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KCNJ11"
"PAX5","Paired Box 5","Protein Coding","Q02548","60","GC09M037145","7.52749109268188","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAX5"
"KIF11","Kinesin Family Member 11","Protein Coding","P52732","61","GC10P092574","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIF11"
"ENG","Endoglin","Protein Coding","P17813","60","GC09M131710","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ENG"
"CPOX","Coproporphyrinogen Oxidase","Protein Coding","P36551","58","GC03M098576","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CPOX"
"RAB11A","RAB11A, Member RAS Oncogene Family","Protein Coding","P62491","58","GC15P193373","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RAB11A"
"DOCK6","Dedicator Of Cytokinesis 6","Protein Coding","Q96HP0","57","GC19M011199","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DOCK6"
"NDUFS8","NADH:Ubiquinone Oxidoreductase Core Subunit S8","Protein Coding","O00217","57","GC11P068030","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS8"
"PPOX","Protoporphyrinogen Oxidase","Protein Coding","P50336","57","GC01P177000","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPOX"
"GRB10","Growth Factor Receptor Bound Protein 10","Protein Coding","Q13322","56","GC07M050590","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GRB10"
"COX15","Cytochrome C Oxidase Assembly Homolog COX15","Protein Coding","Q7KZN9","55","GC10M099696","7.52370405197144","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX15"
